"OGE_ID","Name","Beschreibung","Vorraussetzungen","Type","Prio","Duration","Stepnum","Stepbeschr","Stepresult"
"","","","","","","","4.0","die Stornierung wird an CapaCity übertragen","Stornierungsnachricht ist im CCTRACE-Dialog vorhanden, Request und Response Nachricht sind aufrufbar und enthalten konsistente Daten"
"Testcase_12_PROD_19_storno_negativ","Test: [KapMan2011] Produktdialog - UC12_Produkt_stornieren","Produkt ist vorhanden; Übertragungszeitpunkt ist überschritten.","Produkt wird storniert über Produktgenerierungsdialog","Functional","Minor","","1.0","ein bereits angelegtes Produkt im Auktionskalender erneut öffnen (Übertragungszeitpunkt bereits überschritten)","Das Produkt wird geöffnet"
"","","","","","","","2.0","den Dialog Produktgenerierung öffnen","Die Produktanzeige wird geöffnet"
"","","","","","","","3.0","Stornierung über Schaltfläche löschen ausführen","Stornierung ist nicht möglich"
"Testcase_12_PROD_1_Tagesprodukt_exit","Test: [KapMan2011] UC12_TP_Produktgenerierung_Tagesprodukt_FZK_Exit","Auktionskalender für diese Produktart und diesen Zeitraum auf der PKP muss vorhanden sein. Am Netzpunkt steht der Parameter ""Auktionsrelevant"" auf ja.

! Hinweis: Nur bestimmte Netzpunkte sind für Tagesprodukte zugelassen !","A1: Produkte sollen automatisch vom MTS.cm generiert und Schnittstellen-konform an die PKP kommuniziert werden.
A5: Je Produktart (Tage-, Monats-, Quartals- und Jahresprodukte) muss es möglich sein, allgemein (in Form einer Regel, z.B. Cron-Ausdruck) einen bestimmten Termin (Datum und Uhrzeit) festzulegen, an dem Produkte dieser Art erstellt werden (Auktionskalender).
/PF 246.1/ Die Berechnung des Produktes findet im CC statt. 
/PF 093.1/ Die von CC empfangenen Produkte werden zur Auktion an die PKP geschickt.","Regression","Major","","1.0","Im Auktionskalender des MTS.cm den gewünschten Zeitpunkt der Generierung des Produktes über das Kontextmenu wählen durch Klicken auf ""Neuer Auktionstermin"" erzeugen
Alternativ: Doppelklick oder Schaltfläche: Allgemein---> Auktionstermin (neu)","Dialog ""Neuer Auktionstermin"" öffnet sich"
"","","","","","","","2.0","Daten des neuen Produktes Zusammenstellen:
|Gültig von:| xx.xx.xxxx, 06.00 Uhr|
|Gültig bis:| xx.xx.xxxx, 06.00 Uhr| (stellt sich automatisch selber ein, entsprechend der Produktart (=Länge))
|Produktart| Tagesprodukt|
|Übertragungsdatum|:(zeitnahen Termin) (aber nach Gültig_von)
|Auktionsbeginn| xx.xx.xxxx, xx.xx Uhr| ( nach Übertragungsdatum
|Kapazitätstyp|frei zuordenbare Kapazität (FZK)|
|Richtung| exit |
|Slot-ID| beliebig |
","Einstellmöglichkeiten für alle relevanten Produktdaten sind vorhanden, ""Gültig_von"" wird automatisch befüllt. 
Die Netzpunkte werden sichtbar (nicht mehr ausgegraut):
Im Bereich ""Netzpunkte"" werden relevante MÜP's und GÜP's angezeigt incl. ""auktionsrelevant -  ja/nein"","
"","","","","","","","3.0","Geeigneten Netzpunkt auswählen und Produktvorschau (Klick auf die Lupe) öffnen","In der Produktvorschau werden die Daten zum Produkt incl. Kapazitätszeitreihen angezeigt."
"","","","","","","","4.0","Produkt generieren
(Wechsel auf Reiter Produktgenerierung, Betätigung der Schaltfläche ""Produkt generieren"")","Es erscheint eine Aufforderung zum Speichern, diese mit ""Ja"" bestätigen. Produkt wird erfolgreich erstellt"
"","","","","","","","5.0"," Auktionstermin wird abgespeichert ","Für die Produktart ""Quartalsprodukt"" und den Typ ""FZK"" wurde der Zeitpunkt der Generierung, des Versands und dessen Laufzeit erfolgreich gespeichert und ist im Auktionskalender sichtbar"
"","","","","","","","6.0","Dialog ""Kommunikation mit Capacity""  [CCTRACE] im MTS.cm öffnen und die Nachrichten der Produkterstellung prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt ""Produkterstellung erfolgreich"". Dieser Eintrag enthält die Anfrage und den Response vom CC indem das Produkt enthalten ist sowie den Status der Nachricht.  Die XML-Datei der Nachrichten ist aufrufbar. Die Daten des erhaltenen Produktes sind konsistent zu den im Auktionskalender eingestellten Werten "
"","","","","","","","7.0","Dialog ""Produkte"" [PROD] öffnen und generiertes Produkt prüfen.
","- Produkt ist vorhanden
- Produkt-ID von CC ist vorhanden und wird im Flexgrid [PROD] angezeigt
- Die Daten des erhaltenen Produktes sind konsistent zu den im Auktionskalender eingestellten Werten 
"
"","","","","","","","8.0","Erzeugtes Produkt exportieren (manuell) über Exportschnittstelle [EXPORT] des MTS.cm [TXP Produktdaten]","Produkt kann erfolgreich exportiert werden, die XML-Datei kann geöffnet werden und enthält neben den Produktrelevanten Daten auch die Produkt-ID von CapaCity"
"","","","","","","","9.0","Das Produkt wird mit der Produkt-ID von CapaCity exportiert","Die gesendete Produkt-ID ist die ID aus CapaCity"
"Testcase_12_PROD_2","Test: [KapMan2011] UC12_TP_Produktgenerierung_Monatsprodukt_FZK_Exit","Auktionskalender für diese Produktart und diesen Zeitraum auf der PKP muss vorhanden sein. Am Netzpunkt steht der Parameter ""Auktionsrelevant"" auf ja.","A1: Produkte sollen automatisch vom MTS.cm generiert und Schnittstellen-konform an die PKP kommuniziert werden.
A5: Je Produktart (Tage-, Monats-, Quartals- und Jahresprodukte) muss es möglich sein, allgemein (in Form einer Regel, z.B. Cron-Ausdruck) eine","Regression","Major","","1.0","Im Auktionskalender des MTS.cm den gewünschten Zeitpunkt der Generierung des Produktes über das Kontextmenu wählen durch Klicken auf ""Neuer Auktionstermin"" erzeugen","Dialog ""Neuer Auktionstermin"" öffnet sich"
"","","","","","","","2.0","Daten des neuen Produktes Zusammenstellen:
|Gültig von:| xx.xx.xxxx, 06.00 Uhr|
|Gültig bis:| xx.xx.xxxx, 06.00 Uhr|
|Übertragungsdatum|:(zeitnahen Termin)
|Auktionsbeginn| xx.xx.xxxx, xx.xx Uhr|
|Kapazitätstyp|frei zuordenbare Kapazität (FZK)|
|Richtung| Exit|
|Produktart| Monatsprodukt","Einstellmöglichkeiten für alle genannten Produktdaten sind vorhanden"
"","","","","","","","3.0","Geeigneten Netzpunkt auswählen und Produktvorschau öffnen","Im Bereich ""Netzpunkte"" werden relevante MÜP's und GÜP's angezeigt incl. ""auktionsrelevant -  ja/nein"", in der Produktvorschau werden die Daten zum Produkt incl. Kapazitätszeitreihen angezeigt."
"","","","","","","","4.0","Produkt generieren","Produkt wird erfolgreich erstellt"
"","","","","","","","5.0"," Auktionstermin abspeichern","Für die Produktart ""Monatsprodukt"" und den Typ ""FZK"" wurde der Zeitpunkt der Generierung, des Versands und dessen Laufzeit erfolgreich gespeichert und ist im Auktionskalender sichtbar"
"","","","","","","","6.0","Dialog ""Kommunikation mit Capacity"" im MTS.cm öffnen und die Nachrichten der Produkterstellung prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die ""Erstelle Produkt""-Anfrage und den Response vom CC indem das Produkt enthalten ist sowie den Status der Nachricht.  Die XML-Datei der Nachrichten ist aufrufbar. Die Daten des erhaltenen Produktes sind konsistent zu den im Auktionskalender eingestellten Werten "
"","","","","","","","7.0","Erzeugtes Produkt exportieren (manuell) über Exportschnittstelle des MTS.cm","Produkt kann erfolgreich exportiert werden"
"Testcase_12_PROD_2_Tagesprodukt_entry","Test: [KapMan2011] UC12_TP_Produktgenerierung_Tagesprodukt_FZK_Entry","Auktionskalender für diese Produktart und diesen Zeitraum auf der PKP muss vorhanden sein. Am Netzpunkt steht der Parameter ""Auktionsrelevant"" auf ja.

! Hinweis: Nur bestimmte Netzpunkte sind für Tagesprodukte zugelassen !","A1: Produkte sollen automatisch vom MTS.cm generiert und Schnittstellen-konform an die PKP kommuniziert werden.
A5: Je Produktart (Tage-, Monats-, Quartals- und Jahresprodukte) muss es möglich sein, allgemein (in Form einer Regel, z.B. Cron-Ausdruck) einen bestimmten Termin (Datum und Uhrzeit) festzulegen, an dem Produkte dieser Art erstellt werden (Auktionskalender).
/PF 246.1/ Die Berechnung des Produktes findet im CC statt. 
/PF 093.1/ Die von CC empfangenen Produkte werden zur Auktion an die PKP geschickt.","Regression","Major","","1.0","Im Auktionskalender des MTS.cm den gewünschten Zeitpunkt der Generierung des Produktes über das Kontextmenu wählen durch Klicken auf ""Neuer Auktionstermin"" erzeugen
Alternativ: Doppelklick oder Schaltfläche: Allgemein---> Auktionstermin (neu)","Dialog ""Neuer Auktionstermin"" öffnet sich"
"","","","","","","","2.0","Daten des neuen Produktes Zusammenstellen:
|Gültig von:| xx.xx.xxxx, 06.00 Uhr|
|Gültig bis:| xx.xx.xxxx, 06.00 Uhr| (stellt sich automatisch selber ein, entsprechend der Produktart (=Länge))
|Produktart| Tagesprodukt|
|Übertragungsdatum|:(zeitnahen Termin) (aber nach Gültig_von)
|Auktionsbeginn| xx.xx.xxxx, xx.xx Uhr| ( nach Übertragungsdatum
|Kapazitätstyp|frei zuordenbare Kapazität (FZK)|
|Richtung| entry |
|Slot-ID| beliebig |
","Einstellmöglichkeiten für alle relevanten Produktdaten sind vorhanden, ""Gültig_von"" wird automatisch befüllt. 
Die Netzpunkte werden sichtbar (nicht mehr ausgegraut):
Im Bereich ""Netzpunkte"" werden relevante MÜP's und GÜP's angezeigt incl. ""auktionsrelevant -  ja/nein"","
"","","","","","","","3.0","Geeigneten Netzpunkt auswählen und Produktvorschau (Klick auf die Lupe) öffnen","In der Produktvorschau werden die Daten zum Produkt incl. Kapazitätszeitreihen angezeigt."
"","","","","","","","4.0","Produkt generieren
(Wechsel auf Reiter Produktgenerierung, Betätigung der Schaltfläche ""Produkt generieren"")","Es erscheint eine Aufforderung zum Speichern, diese mit ""Ja"" bestätigen. Produkt wird erfolgreich erstellt"
"","","","","","","","5.0"," Auktionstermin wird abgespeichert ","Für die Produktart ""Quartalsprodukt"" und den Typ ""FZK"" wurde der Zeitpunkt der Generierung, des Versands und dessen Laufzeit erfolgreich gespeichert und ist im Auktionskalender sichtbar"
"","","","","","","","6.0","Dialog ""Kommunikation mit Capacity""  [CCTRACE] im MTS.cm öffnen und die Nachrichten der Produkterstellung prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt ""Produkterstellung erfolgreich"". Dieser Eintrag enthält die Anfrage und den Response vom CC indem das Produkt enthalten ist sowie den Status der Nachricht.  Die XML-Datei der Nachrichten ist aufrufbar. Die Daten des erhaltenen Produktes sind konsistent zu den im Auktionskalender eingestellten Werten "
"","","","","","","","7.0","Dialog ""Produkte"" [PROD] öffnen und generiertes Produkt prüfen.
","- Produkt ist vorhanden
- Produkt-ID von CC ist vorhanden und wird im Flexgrid [PROD] angezeigt
- Die Daten des erhaltenen Produktes sind konsistent zu den im Auktionskalender eingestellten Werten 
"
"","","","","","","","8.0","Erzeugtes Produkt exportieren (manuell) über Exportschnittstelle [EXPORT] des MTS.cm [TXP Produktdaten]","Produkt kann erfolgreich exportiert werden, die XML-Datei kann geöffnet werden und enthält neben den Produktrelevanten Daten auch die Produkt-ID von CapaCity"
"","","","","","","","9.0","Das Produkt wird mit der Produkt-ID von CapaCity exportiert","Die gesendete Produkt-ID ist die ID aus CapaCity"
"Testcase_12_PROD_3","Test: [KapMan2011] UC12_TP_Produktgenerierung_Quartalsprodukt_FZK_Exit","Auktionskalender für diese Produktart und diesen Zeitraum auf der PKP muss vorhanden sein. Am Netzpunkt steht der Parameter ""Auktionsrelevant"" auf ja.","A1: Produkte sollen automatisch vom MTS.cm generiert und Schnittstellen-konform an die PKP kommuniziert werden.
A5: Je Produktart (Tage-, Monats-, Quartals- und Jahresprodukte) muss es möglich sein, allgemein (in Form einer Regel, z.B. Cron-Ausdruck) eine","Regression","Major","","1.0","Im Auktionskalender des MTS.cm den gewünschten Zeitpunkt der Generierung des Produktes über das Kontextmenu wählen durch Klicken auf ""Neuer Auktionstermin"" erzeugen","Dialog ""Neuer Auktionstermin"" öffnet sich"
"","","","","","","","2.0","Daten des neuen Produktes Zusammenstellen:
|Gültig von:| xx.xx.xxxx, 06.00 Uhr|
|Gültig bis:| xx.xx.xxxx, 06.00 Uhr|
|Übertragungsdatum|:(zeitnahen Termin)
|Auktionsbeginn| xx.xx.xxxx, xx.xx Uhr|
|Kapazitätstyp|frei zuordenbare Kapazität (FZK)|
|Richtung| Exit|
|Produktart| Quartalssprodukt","Einstellmöglichkeiten für alle relevanten Produktdaten sind vorhanden"
"","","","","","","","3.0","Geeigneten Netzpunkt auswählen und Produktvorschau öffnen","Im Bereich ""Netzpunkte"" werden relevante MÜP's und GÜP's angezeigt incl. ""auktionsrelevant -  ja/nein"", in der Produktvorschau werden die Daten zum Produkt incl. Kapazitätszeitreihen angezeigt."
"","","","","","","","4.0","Produkt generieren","Produkt wird erfolgreich erstellt"
"","","","","","","","5.0"," Auktionstermin abspeichern","Für die Produktart ""Quartalsprodukt"" und den Typ ""FZK"" wurde der Zeitpunkt der Generierung, des Versands und dessen Laufzeit erfolgreich gespeichert und ist im Auktionskalender sichtbar"
"","","","","","","","6.0","Dialog ""Kommunikation mit Capacity"" im MTS.cm öffnen und die Nachrichten der Produkterstellung prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt. Dieser enthält die ""Erstelle Produkt""-Anfrage und den Response vom CC indem das Produkt enthalten ist sowie den Status der Nachricht.  Die XML-Datei der Nachrichten ist aufrufbar. Die Daten des erhaltenen Produktes sind konsistent zu den im Auktionskalender eingestellten Werten "
"","","","","","","","7.0","Erzeugtes Produkt exportieren (manuell) über Exportschnittstelle des MTS.cm","Produkt kann erfolgreich exportiert werden"
"Testcase_12_PROD_3_Monatsprodukt","Test: [KapMan2011] UC12_TP_Produktgenerierung_Monatsprodukt_FZK","Auktionskalender für diese Produktart und diesen Zeitraum auf der PKP muss vorhanden sein. Am Netzpunkt steht der Parameter ""Auktionsrelevant"" auf ja.","A1: Produkte sollen automatisch vom MTS.cm generiert und Schnittstellen-konform an die PKP kommuniziert werden.
A5: Je Produktart (Tage-, Monats-, Quartals- und Jahresprodukte) muss es möglich sein, allgemein (in Form einer Regel, z.B. Cron-Ausdruck) eine

! Quartalsprodukte können nur vom 
01.01.bis 01.04. 
oder
01.04. bis 01.07.
oder 
01.07.bis 01.10.
oder
01.10. bis 01.01.
laufen!","Regression","Major","","1.0","Im Auktionskalender des MTS.cm den gewünschten Zeitpunkt der Generierung des Produktes über das Kontextmenu wählen durch Klicken auf ""Neuer Auktionstermin"" erzeugen
Alternativ: Doppelklick oder Schaltfläche: Allgemein---> Auktionstermin (neu)","Dialog ""Neuer Auktionstermin"" öffnet sich"
"","","","","","","","2.0","Daten des neuen Produktes Zusammenstellen:
|Gültig von:| xx.xx.xxxx, 06.00 Uhr|
|Gültig bis:| xx.xx.xxxx, 06.00 Uhr| (stellt sich automatisch selber ein, entsprechend der Produktart (=Länge))
|Produktart| Monatsprodukt|
|Übertragungsdatum|:(zeitnahen Termin) (aber nach Gültig_von)
|Auktionsbeginn| xx.xx.xxxx, xx.xx Uhr| ( nach Übertragungsdatum
|Kapazitätstyp|frei zuordenbare Kapazität (FZK)|
|Richtung| beliebig |
|Slot-ID| beliebig |
","Einstellmöglichkeiten für alle relevanten Produktdaten sind vorhanden, ""Gültig_von"" wird automatisch befüllt. 
Die Netzpunkte werden sichtbar (nicht mehr ausgegraut):
Im Bereich ""Netzpunkte"" werden relevante MÜP's und GÜP's angezeigt incl. ""auktionsrelevant -  ja/nein"","
"","","","","","","","3.0","Geeigneten Netzpunkt auswählen und Produktvorschau (Klick auf die Lupe) öffnen","In der Produktvorschau werden die Daten zum Produkt incl. Kapazitätszeitreihen angezeigt."
"","","","","","","","4.0","Produkt generieren
(Wechsel auf Reiter Produktgenerierung, Betätigung der Schaltfläche ""Produkt generieren"")","Es erscheint eine Aufforderung zum Speichern, diese mit ""Ja"" bestätigen. Produkt wird erfolgreich erstellt"
"","","","","","","","5.0"," Auktionstermin wird abgespeichert ","Für die Produktart ""Quartalsprodukt"" und den Typ ""FZK"" wurde der Zeitpunkt der Generierung, des Versands und dessen Laufzeit erfolgreich gespeichert und ist im Auktionskalender sichtbar"
"","","","","","","","6.0","Dialog ""Kommunikation mit Capacity""  [CCTRACE] im MTS.cm öffnen und die Nachrichten der Produkterstellung prüfen","Im Dialog ""Kommunikation mit Capacity"" wird ein neuer Eintrag erzeugt ""Produkterstellung erfolgreich"". Dieser Eintrag enthält die Anfrage und den Response vom CC indem das Produkt enthalten ist sowie den Status der Nachricht.  Die XML-Datei der Nachrichten ist aufrufbar. Die Daten des erhaltenen Produktes sind konsistent zu den im Auktionskalender eingestellten Werten "
"","","","","","","","7.0","Dialog ""Produkte"" [PROD] öffnen und generiertes Produkt prüfen.
","- Produkt ist vorhanden
- Produkt-ID von CC ist vorhanden und wird im Flexgrid [PROD] angezeigt
- Die Daten des erhaltenen Produktes sind konsistent zu den im Auktionskalender eingestellten Werten 
"
"","","","","","","","8.0","Erzeugtes Produkt exportieren (manuell) über Exportschnittstelle [EXPORT] des MTS.cm [TXP Produktdaten]","Produkt kann erfolgreich exportiert werden, die XML-Datei kann geöffnet werden und enthält neben den Produktrelevanten Daten auch die Produkt-ID von CapaCity"
